Id,LotFrontage,OverallQual,GarageCars,log_price,log_total_sf,has_2nd,has_bsmt,has_garage,has_pool,has_central_air,has_fireplace,house_age,remod_age,total_porch_sf,neighbor_log_price_stdscaled,year_price,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,Street_Pave,Utilities_NoSeWa,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ
704,76.0,5,2,11.84939770159144,7.683403681053826,1,1,1,0,1,1,110,14,40,-0.958532470213485,172798.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
705,70.0,7,2,12.269047444691562,7.9919305198524775,0,1,1,0,1,0,6,5,179,0.39247717220266787,229216.45322071706,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
706,70.0,4,0,10.915088464214607,6.9957661563048505,1,0,0,0,0,0,80,60,0,-1.7136305249647916,150430.90634920634,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
707,,7,2,12.618182296357007,8.151044945685024,0,1,1,0,1,1,36,5,48,0.6165562615551607,141432.7158573311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
708,48.0,8,2,12.445089546000673,7.881559917056899,0,1,1,0,1,1,3,3,38,1.731713459407749,259203.19764741528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
709,65.0,7,2,12.09815330331068,7.688913336864796,1,1,1,0,1,1,0,0,24,0.36944593594471153,270977.6532029708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
710,,5,1,11.607326140391713,7.484368643286131,0,1,1,0,1,0,42,42,0,-0.6423515645075161,156596.2472222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
711,56.0,3,0,10.858998997563564,6.906754778648554,0,1,0,0,1,0,73,5,0,-1.0294588048578504,177014.31777777776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
712,66.0,4,1,11.540307141711446,7.619233416226805,1,1,1,0,1,0,110,60,98,-1.7136305249647916,172798.52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
713,40.0,8,2,12.14950229404178,7.806289289267033,0,1,1,0,1,1,20,19,120,1.6320272206060864,223003.60606060605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
714,60.0,4,2,11.76756768334381,7.560080465021827,0,1,1,0,0,0,36,36,288,-1.0294588048578504,146767.71585733106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
715,,6,2,11.779128505744886,7.698029170272805,1,1,1,0,1,0,34,5,44,-0.6423515645075161,166794.83143939395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
716,78.0,6,2,12.013700752882718,7.789040401657477,0,1,1,0,1,1,35,35,0,0.2954145274116249,157224.0569828722,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
717,60.0,7,2,11.979799201207037,8.093156697722637,1,1,1,0,1,0,117,9,191,-0.958532470213485,207540.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
718,80.0,5,2,11.964001084330445,7.763871287820222,0,1,1,0,1,1,35,8,0,0.2954145274116249,150821.75395256915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
719,96.0,7,3,12.739637756265655,8.22389538017882,1,1,1,0,1,1,15,14,370,1.8979943294491743,226535.57667169432,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
720,69.0,5,1,11.763684183317412,7.571473648851271,0,1,1,0,1,1,37,37,0,0.39247717220266787,147121.30281385282,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
721,,8,2,12.524526376648708,8.155936337972394,0,1,1,0,1,1,21,21,262,1.6320272206060864,189382.22222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
722,,6,2,11.870599909242044,7.4360278163518485,0,1,1,0,1,0,6,6,0,0.39247717220266787,229216.45322071706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
723,70.0,4,2,11.732060994886899,7.454719949364001,0,1,1,0,1,0,39,39,0,-0.47610512824902335,146767.71585733106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
724,60.0,4,1,11.813030057420567,7.787796878181171,1,1,1,0,1,0,54,36,156,-0.9337105223835053,133341.96702380953,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
725,86.0,9,3,12.676076274775909,8.130353547431238,0,1,1,0,1,1,2,1,64,-0.9337105223835053,270977.6532029708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
726,60.0,4,2,11.699405031912846,7.454719949364001,0,1,1,0,1,0,39,39,0,-0.47610512824902335,146767.71585733106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
727,,6,2,12.310432660854417,7.847762537473608,0,1,1,0,1,1,21,2,226,0.5188801602152809,223003.60606060605,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
728,64.0,7,2,12.178187442040638,7.80954132465341,0,1,1,0,1,0,2,2,0,0.39247717220266787,270977.6532029708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
729,85.0,5,3,11.608235644774552,8.11969625295725,0,1,1,0,1,0,51,51,25,-0.47610512824902335,148924.65772893775,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
730,52.0,4,2,11.542484267211773,7.395107546562485,0,1,1,0,1,0,84,59,135,-1.7136305249647916,120283.20436507936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
731,39.0,8,2,12.373703486914124,8.074337694089515,0,1,1,0,1,1,15,14,152,1.6320272206060864,240448.18692810455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
732,73.0,7,2,12.141534124392603,7.607878073278507,0,1,1,0,1,1,4,4,22,0.9796115678726318,227387.36366847827,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
733,75.0,7,2,12.312682380588432,8.065893546964274,1,1,1,0,1,1,10,9,84,0.39247717220266787,223183.81066666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
734,80.0,5,1,11.786001385032646,7.60489448081162,0,1,1,0,1,1,48,26,0,-0.6423515645075161,148933.19330537884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
735,,5,1,11.589886506106357,7.547501682814967,0,1,1,0,1,0,39,39,0,-0.6423515645075161,152669.10079365078,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
736,60.0,7,2,12.0015054797889,7.881559917056899,1,1,1,0,0,1,92,36,341,-0.958532470213485,122011.89047619049,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
737,60.0,3,2,11.44571671527678,6.946975992135418,0,0,1,0,0,0,56,56,0,-0.47610512824902335,124863.34380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
738,72.0,8,3,12.387977448827787,7.898782356970309,1,1,1,0,1,1,1,1,116,0.36944593594471153,234915.0871160143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
739,60.0,5,0,12.095141084822892,7.783224016336037,0,1,0,0,1,0,22,21,0,-0.9337105223835053,217107.27272727276,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
740,65.0,7,2,12.154779351142624,7.860185057472165,1,1,1,0,1,0,5,5,56,0.39247717220266787,229216.45322071706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
741,60.0,5,2,11.790557201568507,7.4360278163518485,1,1,1,0,1,0,97,5,112,-0.958532470213485,135985.14509803924,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
742,65.0,6,1,11.863582336583399,7.508787170634276,0,1,1,0,1,0,47,12,0,-0.6423515645075161,148933.19330537884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
743,65.0,7,2,12.095141084822892,7.900266036767701,0,1,1,0,1,0,7,6,55,0.17811488445133122,222266.19037681157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
744,70.0,5,2,12.072541252905651,7.592870287844818,0,1,1,0,1,1,46,10,100,-0.6423515645075161,148800.19010025062,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
745,41.0,8,2,12.100712129872347,7.891330757661889,0,1,1,0,1,1,15,15,238,1.6320272206060864,226535.57667169432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
746,,8,2,12.610870864650634,8.257644958208228,1,1,1,0,1,1,32,12,204,0.2954145274116249,166794.83143939395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
747,,7,2,12.371587084007746,8.073402968986406,1,1,1,0,1,1,9,9,54,0.36944593594471153,222266.19037681157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
748,65.0,7,4,12.491172637278908,8.263590432617319,1,1,1,0,0,1,129,6,386,-0.958532470213485,139173.95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
749,59.0,7,2,12.46997418931655,8.143226750367445,0,1,1,0,1,1,14,14,210,1.8979943294491743,240926.4222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
750,50.0,4,1,11.49272275765271,7.332369205929062,1,0,1,0,0,0,64,59,185,-0.9337105223835053,131200.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
751,55.0,4,0,11.477298287327077,7.447751280047908,1,1,0,0,1,0,100,6,160,-0.958532470213485,135985.14509803924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
752,,7,2,11.99535161421452,7.590852123688581,1,1,1,0,1,0,4,4,48,0.36944593594471153,227387.36366847827,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
753,79.0,6,2,12.287652632522597,7.997326822998097,0,1,1,0,1,0,9,9,27,0.39247717220266787,233469.36622222225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
754,80.0,8,3,12.526342907575106,8.048149101665201,1,1,1,0,1,1,1,1,52,1.731713459407749,234915.0871160143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
755,61.0,6,2,11.957611286231675,7.62657020629066,0,1,1,0,1,0,40,4,48,-0.47610512824902335,147121.30281385282,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
756,34.0,6,2,12.058152515453552,7.696212639346407,1,1,1,0,1,0,10,10,24,0.7828563712623556,219877.27733333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
757,68.0,8,2,12.26434155365415,7.876258882303226,1,1,1,0,1,0,2,2,105,0.39247717220266787,270977.6532029708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
758,,6,2,11.976030352524807,7.629489916393995,1,1,1,0,1,1,32,32,0,-0.6423515645075161,162570.4592171717,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
759,24.0,7,2,12.097373228606832,7.716460800176355,1,1,1,0,1,0,9,9,0,0.7828563712623556,219877.27733333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
760,65.0,8,3,12.577636201962656,8.255568653283746,1,1,1,0,1,1,12,12,98,1.8979943294491743,240448.18692810455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
761,70.0,6,1,11.755871643580617,7.454719949364001,0,1,1,0,1,0,50,50,0,-0.47610512824902335,149731.8005860806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
762,60.0,5,2,11.512925464970229,7.802209316247118,0,1,1,0,1,0,85,59,0,-1.0294588048578504,125597.37103174604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
763,72.0,7,2,12.279323107269766,7.741967899820685,1,1,1,0,1,0,1,1,45,0.7828563712623556,303927.8625779708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
764,82.0,8,3,12.727838209334498,8.193400231952097,1,1,1,0,1,1,10,10,308,1.8979943294491743,219877.27733333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
765,30.0,8,2,12.506177237980511,8.002359546252707,0,1,1,0,1,1,11,10,246,0.9229606353397185,240448.18692810455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
766,75.0,9,2,12.484204257170104,8.007700012884026,0,1,1,0,1,1,0,0,174,0.7828563712623556,303927.8625779708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
767,80.0,7,2,12.188417710291453,7.898782356970309,1,1,1,0,1,1,22,22,222,0.2954145274116249,223003.60606060605,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
768,75.0,6,1,11.982929094215963,7.913155185928068,1,1,1,0,1,0,68,23,156,-0.28245569972752177,134971.3888888889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
769,70.0,7,2,12.28690119819279,8.215006432761575,0,1,1,0,1,1,2,1,33,0.39247717220266787,229216.45322071706,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
770,47.0,8,3,13.195613839143922,8.502891406705377,1,1,1,0,1,1,7,7,246,1.6320272206060864,227387.36366847827,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
771,,5,2,11.812289042195847,7.447751280047908,0,1,1,0,1,0,27,27,0,-0.6423515645075161,178518.22222222222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
772,67.0,4,2,11.532728092266408,7.628517626575055,0,1,1,0,1,0,55,55,0,-0.9337105223835053,126577.15333333335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
773,94.0,6,2,11.580584113444043,7.671360923190644,0,1,1,0,1,1,34,34,0,-0.9337105223835053,166794.83143939395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
774,70.0,5,1,11.648330101976432,7.508787170634276,0,1,1,0,1,0,49,49,0,-0.47610512824902335,148924.65772893775,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
775,110.0,8,3,12.886641043883259,8.270781013162674,0,1,1,0,1,1,1,1,45,1.731713459407749,259203.19764741528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
776,32.0,6,2,11.99535161421452,7.786551806428712,0,1,1,0,1,0,11,11,247,-0.28245569972752177,223183.81066666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
777,86.0,7,3,12.308177868467327,8.07961802938984,0,1,1,0,1,0,1,0,59,0.39247717220266787,234915.0871160143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
778,100.0,5,2,11.867097278690842,7.471932078245122,0,1,1,0,1,1,32,32,0,-0.6423515645075161,157224.0569828722,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
779,60.0,5,2,11.877568578558138,7.61085279039525,0,0,1,0,1,1,30,30,0,0.17811488445133122,161464.2092171717,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
780,78.0,6,2,11.813030057420567,7.590346945602565,0,1,1,0,1,0,29,29,0,-0.28245569972752177,161464.2092171717,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
781,63.0,7,2,12.078239274020289,7.820037989458753,0,1,1,0,1,1,12,11,21,0.36944593594471153,240448.18692810455,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
782,65.0,6,2,12.077670930725649,7.768110378525988,1,1,1,0,1,0,14,14,124,0.17811488445133122,218273.02111613876,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
783,67.0,7,2,12.139398512262181,7.952615111651,0,1,1,0,1,0,8,7,33,0.39247717220266787,223657.90593236714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
784,,5,2,12.016726473799254,7.699389406256737,0,1,1,0,1,1,31,31,30,-0.28245569972752177,162570.4592171717,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
785,35.0,6,0,11.759785542901755,7.70796153183549,1,1,0,0,1,1,94,7,425,-0.958532470213485,122011.89047619049,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
786,,6,2,11.992260421644849,7.906178840394815,0,1,1,0,1,1,42,42,197,0.2954145274116249,156362.70912698415,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
787,60.0,5,1,11.842229212112828,7.757051142032013,1,1,1,0,1,0,95,60,196,-0.958532470213485,124018.55714285714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
788,76.0,7,2,12.358793732547838,8.019612794400267,1,1,1,0,1,0,6,6,45,0.17811488445133122,229216.45322071706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
789,50.0,4,1,11.588960151246226,7.496652438168283,0,1,1,0,1,0,54,8,0,-0.958532470213485,133341.96702380953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
790,,6,2,12.141534124392603,7.978996370854115,1,1,1,0,1,0,41,0,168,0.6165562615551607,156596.2472222222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
791,43.0,7,2,11.984178313616395,7.736307096548285,0,1,1,0,1,1,4,3,16,0.409444428200563,234915.0871160143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
792,,6,2,11.896826395162552,7.645397699428633,0,1,1,0,1,1,31,31,0,-0.28245569972752177,166794.83143939395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
793,92.0,7,2,12.50539915757667,8.048788283534199,1,1,1,0,1,1,11,10,130,1.8979943294491743,240926.4222222222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
794,76.0,8,2,12.323855681186558,8.003697339094368,0,1,1,0,1,0,0,0,130,0.7828563712623556,270977.6532029708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
795,,7,2,12.178187442040638,7.865955413933502,1,1,1,0,1,1,14,12,46,0.36944593594471153,241140.11000502767,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
796,70.0,6,2,12.049418835484797,7.7025561132685825,1,1,1,0,1,1,30,29,254,0.17811488445133122,172887.8777777778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
797,71.0,6,2,11.874090314181814,7.573017256052546,0,1,1,0,1,1,30,30,0,-0.6423515645075161,161464.2092171717,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
798,57.0,5,1,11.608235644774552,7.343426229147367,0,1,1,0,1,0,55,55,0,-0.47610512824902335,133499.82416666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
799,104.0,9,3,13.091904169919621,8.53030683056162,1,1,1,0,1,1,1,0,78,1.731713459407749,303927.8625779708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
