Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,log_price,neighbor_price_mmscaled,neighbor_log_price_stdscaled,OverallQual_weight,OverallCond_weight,ExterQual_weight,ExterCond_weight,BsmtQual_weight,BsmtCond_weight,KitchenQual_weight,FireplaceQu_weight,GarageQual_weight,GarageCond_weight,PoolQC_weight,Functional_weight,total_sf,has_2nd,has_bsmt,has_garage,has_pool,log_1stFlrSF,log_2ndFlrSF,log_TotalBsmtSF,log_GrLivArea,log_LotArea,log_total_sf,house_age,remod_age,yrs_before_remod,is_remodeled,built_era,year_price
741,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,0,264,264,GasA,Ex,Y,SBrkr,768,664,0,1432,0,0,2,0,2,1,TA,7,Typ,0,NA,Detchd,1910.0,Unf,2,360,TA,Gd,Y,270,0,112,0,0,0,NA,GdPrv,,0,5,2007,WD,Abnorml,132000,11.790564777297387,0.12524913304107066,-0.9585321898328607,-0.12500025722977443,0.48740583399344795,-0.3987887853731639,0.5804482077881533,-0.8268824605357159,-0.12954242996340162,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3044322485658864,-0.9466925362138892,1.1793467749881468,1696,1,1,1,0,6.645090969505644,6.499787040655854,5.579729825986222,7.267525427828172,9.169622538697624,7.436617265234227,97,5,92,0,1900-1940,135985.14509803924
742,20,RL,65.0,6768,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832,Unf,0,80,912,GasA,Gd,Y,SBrkr,912,0,0,912,1,1,1,0,3,1,Gd,5,Typ,0,NA,Detchd,1962.0,Unf,1,288,TA,TA,Y,168,0,0,0,0,0,NA,GdPrv,,0,5,2008,WD,Normal,142000,11.863589378812122,0.16144326957647592,-0.6423526330238981,0.1360474507543501,0.45315483714149596,-0.3987887853731639,0.5804482077881533,-0.3542190655479322,0.8414380290427941,0.4217845321219884,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1824,0,1,1,0,6.816735880594968,0.0,6.816735880594968,6.816735880594968,8.820108644508608,7.509335266016592,47,12,35,0,60-80,148933.19330537884
743,20,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1349,1349,GasA,Ex,Y,SBrkr,1349,0,0,1349,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,2000.0,Unf,2,539,TA,TA,Y,120,55,0,0,0,0,NA,GdPrv,,0,12,2007,WD,Normal,179000,12.095146671399466,0.3716616878138307,0.17811417290294074,0.4919383106036763,1.125140229698647,-0.3987887853731639,0.7910193916083161,0.548347517841876,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2698,0,1,1,0,7.2078598714324755,0.0,7.2078598714324755,7.2078598714324755,9.042040056544483,7.900636613018005,7,6,1,0,80-2000,222266.19037681157
744,80,RL,70.0,12886,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,0,76,520,GasA,Ex,Y,SBrkr,1464,0,0,1464,0,1,2,0,3,1,TA,6,Min2,1,TA,Attchd,1997.0,RFn,2,480,TA,TA,Y,302,0,0,0,100,0,NA,,,0,10,2009,WD,Normal,175000,12.07254696717504,0.16144326957647592,-0.6423526330238981,-0.12500025722977443,0.39772452605877767,-0.3987887853731639,0.7910193916083161,0.548347517841876,0.8414380290427941,-0.5454255891887809,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,0.25347805861702094,1984,0,1,1,0,7.289610521451167,0.0,6.255750041753367,7.289610521451167,9.46397433028839,7.59337419312129,46,10,36,0,60-80,148800.19010025062
745,120,RL,41.0,5395,Pave,,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733,Unf,0,604,1337,GasA,Gd,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1993.0,RFn,2,462,TA,TA,Y,96,0,70,168,0,0,NA,,,0,10,2008,WD,Normal,180000,12.100717685412471,0.8952499243665046,1.6320290432134203,0.8771361607767336,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2674,0,1,1,0,7.198931240688173,0.0,7.198931240688173,7.198931240688173,8.593413217327646,7.891704659330107,15,15,0,0,80-2000,226535.57667169432
746,60,RL,,8963,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,575,ALQ,80,487,1142,GasA,Ex,Y,SBrkr,1175,1540,0,2715,0,1,3,1,4,1,Gd,11,Typ,2,TA,BuiltIn,1994.0,Fin,2,831,TA,TA,Y,0,204,0,0,0,0,NA,,,0,7,2008,WD,Normal,299800,12.61087420020211,0.382198541638606,0.29541339546187356,0.8771361607767336,1.281664766001174,1.3071622573495316,0.5804482077881533,-0.3542190655479322,1.2795540967323715,0.4217845321219884,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3857,1,1,1,0,7.069874128458572,7.340186835320115,7.04141166379481,7.906915488678587,9.100971834920818,8.257904193465674,32,12,20,0,60-80,166794.83143939395
747,60,RL,,8795,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,652,952,GasA,Ex,Y,SBrkr,980,1276,0,2256,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000.0,Fin,2,554,TA,TA,Y,224,54,0,0,0,0,NA,,,0,4,2009,WD,Normal,236000,12.371591321286905,0.3982700876623205,0.36944473307072007,0.4919383106036763,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3208,1,1,1,0,6.8885724595653635,7.152268856032539,6.859614903654202,7.721791776817535,9.082052351674651,8.073714641109857,9,9,0,0,80-2000,222266.19037681157
748,70,RM,65.0,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,0,1240,1240,GasW,TA,N,SBrkr,1320,1320,0,2640,0,0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1950.0,Unf,4,864,TA,TA,N,181,0,386,0,0,0,NA,,,0,5,2009,WD,Normal,265979,12.491176396967154,0.12524913304107066,-0.9585321898328607,0.4919383106036763,0.48740583399344795,0.4731004782357291,0.7910193916083161,-0.3542190655479322,-0.12954242996340162,0.4217845321219884,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3880,1,1,1,0,7.186144304522325,7.186144304522325,7.123672785204607,7.878912912297133,9.367429587218957,8.263848131368906,129,6,123,0,pre_1900,139173.95
749,20,RL,59.0,10593,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,0,801,1720,GasA,Ex,Y,SBrkr,1720,0,0,1720,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1996.0,Fin,2,527,TA,TA,Y,240,56,154,0,0,0,NA,,,0,3,2010,WD,Normal,260400,12.469978029554953,1.0,1.8979967119938523,0.4919383106036763,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3440,0,1,1,0,7.450660796211539,0.0,7.450660796211539,7.450660796211539,9.268043082104471,8.14351740579748,14,14,0,0,80-2000,240926.4222222222
750,50,RL,50.0,8405,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,Slab,NA,NA,,,0,,0,0,0,Wall,TA,N,FuseF,1088,441,0,1529,0,0,2,0,4,1,TA,9,Mod,0,NA,Detchd,1945.0,Unf,1,240,TA,TA,N,92,0,185,0,0,0,NA,,,0,4,2009,WD,Normal,98000,11.49273296168228,0.12522547254661098,-0.9337104007898305,-0.4375959738818907,-0.8946808831067203,-0.3987887853731639,0.7910193916083161,-1.0419161218766582,-0.4234459953432566,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,0.31667578290495413,1529,1,0,1,0,6.9930151229329605,6.091309882077698,0.0,7.333023014386481,9.036701015565063,7.333023014386481,64,59,5,0,40-60,131200.0
751,50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,576,576,GasA,Gd,Y,SBrkr,792,348,0,1140,0,0,1,0,3,1,TA,7,Min2,0,NA,,,,0,0,NA,NA,N,0,160,0,0,0,0,NA,,,0,6,2010,WD,Normal,96500,11.477308649967686,0.12524913304107066,-0.9585321898328607,-0.4375959738818907,0.48740583399344795,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,-0.12954242996340162,-0.5454255891887809,-0.9736390554138661,-1.1417869922260813,-1.1340806112871793,-0.9466925362138892,0.25347805861702094,1716,1,1,0,0,6.675823221634848,5.855071922202427,6.3578422665081,7.039660349862076,9.082620630373812,7.448333860897476,100,6,94,0,1900-1940,135985.14509803924
752,60,RL,,7750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,660,660,0,1320,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,2003.0,Fin,2,400,TA,TA,Y,0,48,0,0,0,0,NA,,,0,8,2007,WD,Normal,162000,11.995357787034976,0.3982700876623205,0.36944473307072007,0.4919383106036763,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1980,1,1,1,0,6.493753839851686,6.493753839851686,6.493753839851686,7.186144304522325,8.955577146281511,7.591357046698551,4,4,0,0,post-2000,227387.36366847827
753,20,RL,79.0,9236,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,0,279,1479,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1997.0,RFn,2,576,TA,TA,Y,168,27,0,0,0,0,NA,,,0,7,2006,WD,Normal,217000,12.28765724080691,0.4198622299024386,0.39247631403604133,0.1360474507543501,1.125140229698647,-0.3987887853731639,0.5804482077881533,0.548347517841876,0.8414380290427941,0.4217845321219884,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2973,0,1,1,0,7.3098814858247865,0.0,7.299797366758161,7.3098814858247865,9.13097243659261,7.9976631270201,9,9,0,0,80-2000,233469.36622222225
754,60,RL,80.0,10240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1030,1030,GasA,Gd,Y,SBrkr,1038,1060,0,2098,0,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3,878,TA,TA,Y,192,52,0,0,0,0,NA,,,0,3,2006,WD,Normal,275500,12.526346537332584,0.919631689749054,1.7317154365030598,0.8771361607767336,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,1.3878984258728477,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3128,1,1,1,0,6.946013991099227,6.966967138613983,6.93828448401696,7.649216319820633,9.234154550075438,8.048468743668883,1,1,0,0,post-2000,234915.0871160143
755,20,RL,61.0,7930,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,1026,GasA,Gd,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,Gd,5,Typ,0,NA,Detchd,1969.0,RFn,2,440,TA,TA,Y,171,48,0,0,0,0,NA,,,0,7,2009,WD,Normal,156000,11.957617696467539,0.1996909418649644,-0.47610629843638597,0.1360474507543501,0.45315483714149596,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,0.4217845321219884,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2052,0,1,1,0,6.934397209928558,0.0,6.934397209928558,6.934397209928558,8.97853441008332,7.627057417018934,40,4,36,0,60-80,147121.30281385282
756,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,729,GasA,Gd,Y,SBrkr,742,729,0,1471,0,0,2,1,3,1,TA,6,Typ,0,NA,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,24,0,0,0,0,NA,,,0,3,2009,WD,Normal,172500,12.058158312538197,0.535670769370434,0.7828559631391449,0.1360474507543501,1.125140229698647,-0.3987887853731639,0.7910193916083161,0.548347517841876,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2200,1,1,1,0,6.610696044717759,6.593044534142437,6.593044534142437,7.294377299288821,8.080546965824498,7.696667081526462,10,10,0,0,80-2000,219877.27733333333
757,60,RL,68.0,10769,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,866,GasA,Ex,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2007.0,RFn,2,578,TA,TA,Y,144,105,0,0,0,0,NA,,,0,4,2009,WD,Normal,212000,12.264346270624157,0.4198622299024386,0.39247631403604133,0.8771361607767336,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2634,1,1,1,0,6.7650389767805414,6.805722553416985,6.7650389767805414,7.478169694159785,9.284519770150434,7.876638460975463,2,2,0,0,post-2000,270977.6532029708
758,60,RL,,11616,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,672,GasA,TA,Y,SBrkr,672,714,0,1386,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,TA,TA,Y,335,0,0,0,0,0,NA,GdPrv,,0,4,2010,WD,Abnorml,158900,11.97603664577121,0.16144326957647592,-0.6423526330238981,0.1360474507543501,1.125140229698647,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2058,1,1,1,0,6.511745329644728,6.5722825426940075,6.511745329644728,7.234898420314831,9.360224821513475,7.629975707027789,32,32,0,0,60-80,162570.4592171717
759,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,744,GasA,Gd,Y,SBrkr,757,744,0,1501,0,0,2,1,3,1,TA,6,Typ,0,NA,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,NA,,,0,8,2008,WD,Normal,179400,12.097378802727306,0.535670769370434,0.7828559631391449,0.4919383106036763,1.125140229698647,-0.3987887853731639,0.7910193916083161,0.548347517841876,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2245,1,1,1,0,6.630683385642372,6.61338421837956,6.61338421837956,7.31455283232408,7.732369222284388,7.716906135298388,9,9,0,0,80-2000,219877.27733333333
760,60,RL,65.0,12257,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,GasA,Ex,Y,SBrkr,1328,1203,0,2531,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,752,TA,TA,Y,222,98,0,0,0,0,NA,,,0,11,2007,WD,Normal,290000,12.577639650232573,1.0,1.8979967119938523,0.8771361607767336,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3849,1,1,1,0,7.192182058713246,7.093404625868766,7.1846291527173145,7.836764783264067,9.413934064045677,8.25582842728183,12,12,0,0,80-2000,240448.18692810455
761,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,0,252,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,2008.0,Unf,1,300,Ex,Ex,Y,0,0,0,0,0,0,NA,,Shed,450,10,2009,WD,Normal,127500,11.755879486687116,0.1996909418649644,-0.47610629843638597,0.1360474507543501,0.39772452605877767,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,1.034296996699483,-0.10513789888590572,-0.9466925362138892,1.1793467749881468,1728,0,1,1,0,6.762729506931879,0.0,6.762729506931879,6.762729506931879,9.116139576577355,7.455298485683291,50,50,0,0,40-60,149731.8005860806
762,30,RM,60.0,6911,Pave,,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,1145,GasA,TA,Y,SBrkr,1301,0,0,1301,0,0,1,0,2,1,Fa,5,Min1,0,NA,Detchd,1965.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,NA,,,0,10,2009,WD,Normal,100000,11.51293546492023,0.11092306981807476,-1.0294580017070376,-0.12500025722977443,1.125140229698647,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-1.2642573688060426,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,0.3334373451510953,2446,0,1,1,0,7.171656822768514,0.0,7.044032897274685,7.171656822768514,8.841014310483892,7.802618063442671,85,59,26,0,1900-1940,125597.37103174604
763,60,FV,72.0,8640,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,756,GasA,Ex,Y,SBrkr,764,783,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2009.0,Unf,2,614,TA,TA,Y,169,45,0,0,0,0,NA,,,0,6,2010,Con,Normal,215200,12.279327754099118,0.535670769370434,0.7828559631391449,0.4919383106036763,1.125140229698647,-0.3987887853731639,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2303,1,1,1,0,6.639875833826536,6.664409020350408,6.6293632534374485,7.344719054149673,9.0642735958414,7.742402021815782,1,1,0,0,post-2000,303927.8625779708
764,60,RL,82.0,9430,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,GasA,Ex,Y,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3,856,TA,TA,Y,0,128,0,0,180,0,NA,,,0,7,2009,WD,Normal,337000,12.727841176689147,1.0,1.8979967119938523,0.8771361607767336,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3617,1,1,1,0,7.1459844677143876,7.001245622069476,7.133295954896068,7.768956044538332,9.151757414543885,8.193676665955241,10,10,0,0,80-2000,219877.27733333333
765,120,RL,30.0,9549,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995.0,Fin,2,481,TA,TA,Y,0,30,0,0,216,0,NA,,,0,4,2006,WD,Normal,270000,12.506180941677357,0.5922479716603972,0.9229605836533236,0.8771361607767336,1.125140229698647,0.4731004782357291,0.5804482077881533,0.548347517841876,1.2795540967323715,1.3878984258728477,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2988,0,1,1,0,7.3098814858247865,0.0,7.3098814858247865,7.3098814858247865,9.164296433474776,8.002694162283937,11,10,1,0,80-2000,240448.18692810455
766,20,RL,75.0,14587,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,1506,0,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008.0,Fin,2,592,TA,TA,Y,0,174,0,0,0,0,NA,,,0,8,2008,New,Partial,264132,12.484208043148733,0.535670769370434,0.7828559631391449,1.291226288624146,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,1.3878984258728477,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3004,0,1,1,0,7.317876198626496,0.0,7.312553498102598,7.317876198626496,9.58795455192857,8.008032846969307,0,0,0,0,post-2000,303927.8625779708
767,60,RL,80.0,10421,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,980,GasA,TA,Y,SBrkr,980,734,0,1714,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988.0,Unf,2,496,TA,TA,Y,228,66,156,0,0,0,NA,MnPrv,Shed,500,3,2010,WD,Normal,196500,12.188422799337028,0.382198541638606,0.29541339546187356,0.4919383106036763,1.125140229698647,-0.3987887853731639,0.7910193916083161,0.548347517841876,0.8414380290427941,-0.5454255891887809,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2694,1,1,1,0,6.8885724595653635,6.5998704992128365,6.8885724595653635,7.44716835960004,9.25167423546916,7.899153483343097,22,22,0,0,80-2000,223003.60606060605
